ProductoID,Cantidad,Descuento,FechaFactura,FechaEnvio,PaisEnvio,ProductoNombre,UnidadesStock,dias
71,21,0.15000001,1997-01-03,1997-01-09,Austria,Pavlova,29,6.0
41,16,0.0,1997-02-07,1997-02-10,Canada,Pavlova,29,3.0
63,49,0.15000001,1997-02-10,1997-02-28,USA,Pavlova,29,18.0
65,20,0.2,1997-02-21,1997-02-25,France,Pavlova,29,4.0
30,35,0.15000001,1997-03-10,1997-03-14,USA,Pavlova,29,4.0
53,18,0.0,1997-03-28,1997-04-09,Austria,Pavlova,29,12.0
60,50,0.0,1997-04-23,1997-05-23,Germany,Pavlova,29,30.0
70,40,0.15000001,1997-05-28,1997-06-06,Portugal,Pavlova,29,9.0
74,14,0.0,1997-05-30,1997-06-03,Finland,Pavlova,29,4.0
5,30,0.05,1997-05-30,1997-06-05,Germany,Pavlova,29,6.0
18,12,0.1,1997-06-18,1997-06-25,Sweden,Pavlova,29,7.0
29,30,0.05,1997-07-21,1997-07-29,Canada,Pavlova,29,8.0
33,30,0.1,1997-09-02,1997-09-19,Germany,Pavlova,29,17.0
74,10,0.0,1997-09-17,1997-09-24,France,Pavlova,29,7.0
13,3,0.0,1997-09-18,1997-09-19,Finland,Pavlova,29,1.0
50,50,0.25,1997-09-24,1997-09-26,USA,Pavlova,29,2.0
56,20,0.0,1997-10-16,1997-10-21,USA,Pavlova,29,5.0
20,20,0.0,1997-10-27,1997-10-29,Germany,Pavlova,29,2.0
60,15,0.05,1997-11-05,1997-11-14,France,Pavlova,29,9.0
7,3,0.0,1997-11-12,1997-11-18,France,Pavlova,29,6.0
60,20,0.0,1997-12-16,1998-01-14,Germany,Pavlova,29,29.0
68,65,0.0,1997-12-24,1998-01-20,Austria,Pavlova,29,27.0
24,50,0.0,1998-01-27,1998-02-04,USA,Pavlova,29,8.0
34,12,0.05,1998-02-05,1998-02-10,France,Pavlova,29,5.0
24,30,0.25,1998-02-09,1998-02-19,Brazil,Pavlova,29,10.0
28,15,0.0,1998-02-26,1998-03-10,Norway,Pavlova,29,12.0
59,6,0.0,1998-02-27,1998-03-09,Argentina,Pavlova,29,10.0
71,24,0.0,1998-03-02,1998-03-04,Venezuela,Pavlova,29,2.0
45,30,0.1,1998-03-06,1998-03-24,France,Pavlova,29,18.0
52,28,0.15000001,1998-03-17,1998-03-20,Venezuela,Pavlova,29,3.0
53,55,0.0,1998-03-30,1998-04-03,USA,Pavlova,29,4.0
10,36,0.1,1998-03-30,1998-04-02,Ireland,Pavlova,29,3.0
55,3,0.0,1998-05-01,1998-05-04,USA,Pavlova,29,3.0
62,30,0.15000001,1998-05-05,,Germany,Pavlova,29,
70,14,0.05,1998-05-06,,Denmark,Pavlova,29,
31,2,0.03,1998-05-06,,USA,Pavlova,29,
35,30,0.0,1996-07-25,1996-08-12,France,Alice Mutton,0,18.0
46,15,0.25,1996-08-13,1996-08-16,Germany,Alice Mutton,0,3.0
72,15,0.0,1996-08-30,1996-09-05,USA,Alice Mutton,0,6.0
13,40,0.0,1996-09-10,1996-10-09,Belgium,Alice Mutton,0,29.0
69,8,0.0,1996-10-02,1996-10-11,Mexico,Alice Mutton,0,9.0
2,20,0.0,1996-10-25,1996-10-29,USA,Alice Mutton,0,4.0
14,70,0.05,1996-10-28,1996-11-04,Canada,Alice Mutton,0,7.0
25,36,0.1,1996-11-05,1996-11-08,USA,Alice Mutton,0,3.0
26,2,0.0,1997-01-15,1997-01-24,USA,Alice Mutton,0,9.0
31,45,0.2,1997-01-30,1997-02-03,Austria,Alice Mutton,0,4.0
13,50,0.25,1997-01-30,1997-02-07,Canada,Alice Mutton,0,8.0
62,10,0.0,1997-02-12,1997-02-21,Sweden,Alice Mutton,0,9.0
46,25,0.1,1997-05-01,1997-05-30,UK,Alice Mutton,0,29.0
53,40,0.0,1997-05-08,1997-05-12,Austria,Alice Mutton,0,4.0
69,8,0.1,1997-05-28,1997-06-06,Spain,Alice Mutton,0,9.0
23,16,0.05,1997-06-10,1997-06-16,USA,Alice Mutton,0,6.0
71,18,0.0,1997-06-19,1997-06-20,Mexico,Alice Mutton,0,1.0
72,100,0.0,1997-07-22,1997-07-25,USA,Alice Mutton,0,3.0
21,30,0.2,1997-09-30,1997-10-08,Austria,Alice Mutton,0,8.0
51,20,0.0,1997-10-08,1997-10-14,USA,Alice Mutton,0,6.0
35,8,0.05,1997-10-09,1997-10-17,Austria,Alice Mutton,0,8.0
55,27,0.25,1997-10-22,1997-10-27,USA,Alice Mutton,0,5.0
68,20,0.05,1997-11-03,1997-12-05,Italy,Alice Mutton,0,32.0
71,33,0.0,1997-12-11,1997-12-16,Austria,Alice Mutton,0,5.0
76,35,0.25,1997-12-24,1998-01-20,Austria,Alice Mutton,0,27.0
77,40,0.25,1997-12-29,1997-12-31,Spain,Alice Mutton,0,2.0
29,6,0.0,1998-01-26,1998-01-30,USA,Alice Mutton,0,4.0
35,42,0.0,1998-01-30,1998-02-17,USA,Alice Mutton,0,18.0
49,16,0.05,1998-02-05,1998-02-10,France,Alice Mutton,0,5.0
30,15,0.0,1998-02-16,1998-02-18,France,Alice Mutton,0,2.0
56,12,0.0,1998-02-26,1998-03-05,Spain,Alice Mutton,0,7.0
65,10,0.0,1998-02-27,1998-03-02,Mexico,Alice Mutton,0,3.0
71,15,0.0,1998-03-03,1998-03-05,Brazil,Alice Mutton,0,2.0
23,6,0.0,1998-03-13,1998-03-17,Canada,Alice Mutton,0,4.0
63,6,0.0,1998-03-24,1998-03-26,France,Alice Mutton,0,2.0
16,12,0.0,1998-04-29,,Brazil,Alice Mutton,0,
48,77,0.1,1998-05-01,1998-05-04,USA,Alice Mutton,0,3.0
26,12,0.0,1996-08-29,1996-09-11,Mexico,Carnarvon Tigers,42,13.0
42,25,0.1,1996-09-13,1996-10-09,USA,Carnarvon Tigers,42,26.0
49,40,0.2,1996-10-17,1996-10-21,Canada,Carnarvon Tigers,42,4.0
3,20,0.05,1996-10-29,1996-11-08,France,Carnarvon Tigers,42,10.0
1,9,0.0,1996-12-13,1996-12-16,Austria,Carnarvon Tigers,42,3.0
21,30,0.0,1997-03-11,1997-03-14,France,Carnarvon Tigers,42,3.0
28,25,0.1,1997-04-24,1997-05-01,Ireland,Carnarvon Tigers,42,7.0
36,18,0.15000001,1997-06-12,1997-06-18,France,Carnarvon Tigers,42,6.0
40,40,0.2,1997-07-03,1997-07-10,Germany,Carnarvon Tigers,42,7.0
11,50,0.0,1997-08-15,1997-08-21,France,Carnarvon Tigers,42,6.0
69,8,0.0,1997-08-20,1997-08-27,Norway,Carnarvon Tigers,42,7.0
71,4,0.1,1997-08-25,1997-09-01,Brazil,Carnarvon Tigers,42,7.0
37,20,0.0,1997-08-26,1997-09-02,Brazil,Carnarvon Tigers,42,7.0
54,12,0.25,1997-10-27,1997-11-05,USA,Carnarvon Tigers,42,9.0
62,24,0.0,1997-11-18,1997-11-27,Germany,Carnarvon Tigers,42,9.0
14,21,0.2,1997-11-27,1997-12-02,USA,Carnarvon Tigers,42,5.0
21,30,0.0,1997-12-22,1997-12-31,France,Carnarvon Tigers,42,9.0
33,25,0.25,1998-01-19,1998-01-23,Venezuela,Carnarvon Tigers,42,4.0
59,10,0.0,1998-01-27,1998-02-03,Germany,Carnarvon Tigers,42,7.0
41,20,0.0,1998-01-30,1998-02-17,USA,Carnarvon Tigers,42,18.0
44,25,0.0,1998-02-09,1998-02-19,Brazil,Carnarvon Tigers,42,10.0
59,4,0.25,1998-03-09,1998-03-18,Brazil,Carnarvon Tigers,42,9.0
14,6,0.0,1998-03-20,1998-03-24,France,Carnarvon Tigers,42,4.0
1,8,0.1,1998-03-30,1998-04-02,Ireland,Carnarvon Tigers,42,3.0
62,10,0.0,1998-04-13,1998-04-16,USA,Carnarvon Tigers,42,3.0
76,8,0.0,1998-04-15,1998-04-28,Italy,Carnarvon Tigers,42,13.0
19,35,0.2,1998-04-27,1998-04-29,Austria,Carnarvon Tigers,42,2.0
33,1,0.0,1996-08-14,1996-08-21,Spain,Teatime Chocolate Biscuits,25,7.0
17,18,0.0,1996-08-16,1996-08-23,Venezuela,Teatime Chocolate Biscuits,25,7.0
33,15,0.0,1996-09-06,1996-09-13,Brazil,Teatime Chocolate Biscuits,25,7.0
19,10,0.05,1996-10-15,1996-10-23,USA,Teatime Chocolate Biscuits,25,8.0
53,80,0.0,1996-11-04,1996-11-11,Germany,Teatime Chocolate Biscuits,25,7.0
57,18,0.05,1997-01-14,1997-01-17,Brazil,Teatime Chocolate Biscuits,25,3.0
38,20,0.0,1997-01-16,1997-01-27,Finland,Teatime Chocolate Biscuits,25,11.0
46,4,0.15000001,1997-01-21,1997-01-27,Brazil,Teatime Chocolate Biscuits,25,6.0
68,15,0.2,1997-02-06,1997-02-14,Germany,Teatime Chocolate Biscuits,25,8.0
77,12,0.1,1997-02-14,1997-02-19,Germany,Teatime Chocolate Biscuits,25,5.0
2,40,0.0,1997-02-14,1997-03-07,Brazil,Teatime Chocolate Biscuits,25,21.0
47,21,0.0,1997-03-04,1997-03-06,Belgium,Teatime Chocolate Biscuits,25,2.0
61,5,0.0,1997-03-26,1997-03-28,Brazil,Teatime Chocolate Biscuits,25,2.0
74,10,0.0,1997-05-28,1997-06-06,Spain,Teatime Chocolate Biscuits,25,9.0
60,35,0.2,1997-06-02,1997-06-04,USA,Teatime Chocolate Biscuits,25,2.0
69,5,0.0,1997-08-05,1997-08-11,UK,Teatime Chocolate Biscuits,25,6.0
9,15,0.1,1997-08-07,1997-08-12,Germany,Teatime Chocolate Biscuits,25,5.0
13,30,0.0,1997-08-27,1997-09-03,Brazil,Teatime Chocolate Biscuits,25,7.0
70,12,0.25,1997-09-01,1997-09-11,Germany,Teatime Chocolate Biscuits,25,10.0
73,7,0.0,1997-09-22,1997-09-29,Mexico,Teatime Chocolate Biscuits,25,7.0
19,30,0.1,1997-09-25,1997-09-30,USA,Teatime Chocolate Biscuits,25,5.0
26,7,0.25,1997-10-08,1997-10-14,Venezuela,Teatime Chocolate Biscuits,25,6.0
53,5,0.0,1997-10-20,1997-10-23,Italy,Teatime Chocolate Biscuits,25,3.0
77,12,0.0,1997-10-21,1997-10-29,USA,Teatime Chocolate Biscuits,25,8.0
26,50,0.05,1997-12-22,1998-01-19,Germany,Teatime Chocolate Biscuits,25,28.0
31,24,0.05,1997-12-30,1998-01-06,Brazil,Teatime Chocolate Biscuits,25,7.0
59,15,0.0,1998-01-02,1998-01-08,Venezuela,Teatime Chocolate Biscuits,25,6.0
35,2,0.0,1998-01-14,1998-01-23,Norway,Teatime Chocolate Biscuits,25,9.0
38,12,0.2,1998-01-22,1998-02-10,USA,Teatime Chocolate Biscuits,25,19.0
68,25,0.0,1998-02-06,1998-03-03,Sweden,Teatime Chocolate Biscuits,25,25.0
55,12,0.0,1998-02-26,1998-03-04,Finland,Teatime Chocolate Biscuits,25,6.0
76,7,0.0,1998-03-04,1998-03-11,Mexico,Teatime Chocolate Biscuits,25,7.0
56,12,0.0,1998-03-23,1998-04-02,Germany,Teatime Chocolate Biscuits,25,10.0
64,50,0.05,1998-04-09,1998-04-17,Germany,Teatime Chocolate Biscuits,25,8.0
14,35,0.0,1998-04-14,1998-05-04,Brazil,Teatime Chocolate Biscuits,25,20.0
46,42,0.0,1998-05-01,1998-05-04,USA,Teatime Chocolate Biscuits,25,3.0
50,10,0.25,1998-05-06,,France,Teatime Chocolate Biscuits,25,
63,40,0.05,1996-07-09,1996-07-11,Belgium,Sir Rodney's Marmalade,40,2.0
17,6,0.0,1996-08-02,1996-08-06,USA,Sir Rodney's Marmalade,40,4.0
21,20,0.0,1996-08-28,1996-09-02,Brazil,Sir Rodney's Marmalade,40,5.0
56,12,0.25,1996-12-04,1996-12-09,Brazil,Sir Rodney's Marmalade,40,5.0
59,28,0.0,1996-12-16,1996-12-20,Sweden,Sir Rodney's Marmalade,40,4.0
17,39,0.0,1997-04-22,1997-05-16,Austria,Sir Rodney's Marmalade,40,24.0
40,15,0.1,1997-05-01,1997-05-30,UK,Sir Rodney's Marmalade,40,29.0
47,21,0.2,1997-07-09,1997-08-13,Germany,Sir Rodney's Marmalade,40,35.0
26,21,0.0,1997-09-08,1997-10-15,USA,Sir Rodney's Marmalade,40,37.0
54,5,0.0,1998-01-13,1998-02-04,Argentina,Sir Rodney's Marmalade,40,22.0
56,20,0.05,1998-02-10,1998-02-12,Germany,Sir Rodney's Marmalade,40,2.0
11,5,0.0,1998-03-05,1998-04-08,France,Sir Rodney's Marmalade,40,34.0
76,50,0.05,1998-03-16,1998-03-25,UK,Sir Rodney's Marmalade,40,9.0
2,15,0.0,1998-03-30,1998-04-21,Argentina,Sir Rodney's Marmalade,40,22.0
22,15,0.0,1998-04-14,1998-04-21,Germany,Sir Rodney's Marmalade,40,7.0
72,1,0.04,1998-05-06,,USA,Sir Rodney's Marmalade,40,
46,10,0.0,1996-07-18,1996-07-25,Mexico,Sir Rodney's Scones,3,7.0
56,20,0.0,1996-07-19,1996-07-30,Brazil,Sir Rodney's Scones,3,11.0
64,10,0.1,1996-10-18,1996-10-25,Finland,Sir Rodney's Scones,3,7.0
75,5,0.1,1996-11-29,1996-12-02,Austria,Sir Rodney's Scones,3,3.0
53,10,0.15000001,1996-12-27,1997-01-02,Portugal,Sir Rodney's Scones,3,6.0
19,30,0.1,1997-01-07,1997-01-13,Brazil,Sir Rodney's Scones,3,6.0
34,12,0.0,1997-01-09,1997-01-14,Argentina,Sir Rodney's Scones,3,5.0
57,50,0.0,1997-01-30,1997-02-03,Austria,Sir Rodney's Scones,3,4.0
12,40,0.15000001,1997-02-25,1997-02-28,Germany,Sir Rodney's Scones,3,3.0
16,40,0.25,1997-02-28,1997-03-05,Venezuela,Sir Rodney's Scones,3,5.0
64,21,0.25,1997-03-17,1997-03-25,Portugal,Sir Rodney's Scones,3,8.0
74,14,0.0,1997-03-24,1997-04-01,UK,Sir Rodney's Scones,3,8.0
2,12,0.0,1997-04-11,1997-04-18,USA,Sir Rodney's Scones,3,7.0
16,40,0.2,1997-04-22,1997-04-28,Germany,Sir Rodney's Scones,3,6.0
29,15,0.0,1997-05-16,1997-05-23,UK,Sir Rodney's Scones,3,7.0
61,6,0.1,1997-05-28,1997-06-06,Spain,Sir Rodney's Scones,3,9.0
27,6,0.0,1997-07-24,1997-07-30,France,Sir Rodney's Scones,3,6.0
11,8,0.0,1997-07-29,1997-08-01,Germany,Sir Rodney's Scones,3,3.0
54,42,0.0,1997-08-04,1997-08-07,Canada,Sir Rodney's Scones,3,3.0
66,25,0.1,1997-08-07,1997-08-12,Germany,Sir Rodney's Scones,3,5.0
11,30,0.2,1997-08-22,1997-09-05,Denmark,Sir Rodney's Scones,3,14.0
28,60,0.0,1997-09-05,1997-09-08,Germany,Sir Rodney's Scones,3,3.0
17,12,0.1,1997-09-25,1997-09-30,USA,Sir Rodney's Scones,3,5.0
26,5,0.0,1997-10-24,1997-10-27,Argentina,Sir Rodney's Scones,3,3.0
35,32,0.05,1997-10-24,1997-10-29,Germany,Sir Rodney's Scones,3,5.0
41,30,0.0,1997-11-04,1997-11-14,Venezuela,Sir Rodney's Scones,3,10.0
39,40,0.05,1997-11-06,1997-11-14,Switzerland,Sir Rodney's Scones,3,8.0
54,40,0.0,1997-12-03,1997-12-08,France,Sir Rodney's Scones,3,5.0
19,40,0.0,1998-01-30,1998-02-17,USA,Sir Rodney's Scones,3,18.0
24,20,0.0,1998-02-06,1998-02-09,Finland,Sir Rodney's Scones,3,3.0
31,40,0.05,1998-02-12,1998-02-13,USA,Sir Rodney's Scones,3,1.0
52,60,0.0,1998-03-05,1998-03-12,Germany,Sir Rodney's Scones,3,7.0
19,36,0.0,1998-03-06,1998-03-18,Belgium,Sir Rodney's Scones,3,12.0
65,12,0.0,1998-03-17,1998-03-20,Germany,Sir Rodney's Scones,3,3.0
71,40,0.15000001,1998-03-26,1998-04-23,Belgium,Sir Rodney's Scones,3,28.0
26,65,0.0,1998-04-01,1998-04-07,Austria,Sir Rodney's Scones,3,6.0
40,15,0.1,1998-04-20,1998-04-27,USA,Sir Rodney's Scones,3,7.0
10,20,0.0,1998-04-22,,USA,Sir Rodney's Scones,3,
52,3,0.0,1998-04-29,,Germany,Sir Rodney's Scones,3,
62,6,0.05,1996-07-08,1996-07-15,France,Gustaf’s Knäckebröd,104,7.0
10,12,0.0,1997-02-04,1997-02-07,UK,Gustaf’s Knäckebröd,104,3.0
54,24,0.0,1997-05-30,1997-06-03,Finland,Gustaf’s Knäckebröd,104,4.0
55,48,0.0,1997-07-18,1997-08-08,USA,Gustaf’s Knäckebröd,104,21.0
64,40,0.0,1997-08-04,1997-08-07,Canada,Gustaf’s Knäckebröd,104,3.0
65,40,0.0,1997-08-18,1997-08-21,Italy,Gustaf’s Knäckebröd,104,3.0
77,15,0.0,1997-08-28,1997-09-09,Brazil,Gustaf’s Knäckebröd,104,12.0
28,20,0.25,1997-09-01,1997-09-11,Germany,Gustaf’s Knäckebröd,104,10.0
44,6,0.0,1997-12-03,1997-12-08,France,Gustaf’s Knäckebröd,104,5.0
48,4,0.0,1997-12-08,1997-12-15,UK,Gustaf’s Knäckebröd,104,7.0
70,52,0.0,1998-01-16,1998-01-21,Austria,Gustaf’s Knäckebröd,104,5.0
16,35,0.0,1998-01-21,1998-01-26,Austria,Gustaf’s Knäckebröd,104,5.0
33,21,0.0,1998-03-11,1998-03-19,UK,Gustaf’s Knäckebröd,104,8.0
46,25,0.0,1998-04-06,1998-04-14,Sweden,Gustaf’s Knäckebröd,104,8.0
39,40,0.0,1996-10-24,1996-10-29,Germany,Tunnbröd,61,5.0
53,25,0.0,1996-11-07,1996-11-15,Germany,Tunnbröd,61,8.0
61,40,0.0,1996-12-27,1997-01-06,Germany,Tunnbröd,61,10.0
71,60,0.0,1997-01-02,1997-01-10,Austria,Tunnbröd,61,8.0
21,21,0.0,1997-03-03,1997-03-18,UK,Tunnbröd,61,15.0
49,15,0.0,1997-03-11,1997-03-14,France,Tunnbröd,61,3.0
59,10,0.0,1997-04-03,1997-04-11,Canada,Tunnbröd,61,8.0
26,70,0.15000001,1997-05-21,1997-05-23,Venezuela,Tunnbröd,61,2.0
28,20,0.05,1997-05-30,1997-06-05,Germany,Tunnbröd,61,6.0
43,10,0.0,1997-08-05,1997-08-11,UK,Tunnbröd,61,6.0
56,32,0.0,1997-09-16,1997-09-18,Germany,Tunnbröd,61,2.0
71,5,0.0,1997-09-18,1997-09-30,UK,Tunnbröd,61,12.0
7,44,0.0,1997-11-20,1997-11-28,USA,Tunnbröd,61,8.0
46,18,0.0,1998-01-02,1998-01-08,Venezuela,Tunnbröd,61,6.0
72,70,0.1,1998-01-21,1998-01-30,Germany,Tunnbröd,61,9.0
68,50,0.0,1998-02-04,1998-02-09,UK,Tunnbröd,61,5.0
75,30,0.2,1998-02-10,1998-02-18,Sweden,Tunnbröd,61,8.0
21,8,0.25,1998-03-09,1998-03-18,Brazil,Tunnbröd,61,9.0
30,10,0.0,1998-04-09,1998-04-10,Spain,Tunnbröd,61,1.0
55,2,0.0,1998-05-06,,USA,Tunnbröd,61,
13,15,0.15000001,1996-07-11,1996-07-23,Switzerland,Guaraná Fantástica,20,12.0
23,28,0.0,1996-07-23,1996-07-31,Austria,Guaraná Fantástica,20,8.0
19,12,0.05,1996-08-07,1996-08-09,Italy,Guaraná Fantástica,20,2.0
42,12,0.0,1996-08-14,1996-09-12,Sweden,Guaraná Fantástica,20,29.0
4,6,0.0,1996-08-14,1996-08-21,Spain,Guaraná Fantástica,20,7.0
43,10,0.0,1996-08-29,1996-09-11,Mexico,Guaraná Fantástica,20,13.0
56,10,0.0,1996-11-12,1996-11-18,Portugal,Guaraná Fantástica,20,6.0
60,25,0.0,1996-11-15,1996-11-20,UK,Guaraná Fantástica,20,5.0
24,10,0.05,1996-11-20,1996-11-27,France,Guaraná Fantástica,20,7.0
29,15,0.0,1996-12-18,1996-12-25,Brazil,Guaraná Fantástica,20,7.0
40,15,0.0,1996-12-18,1996-12-20,Norway,Guaraná Fantástica,20,2.0
45,20,0.1,1997-02-14,1997-02-19,Germany,Guaraná Fantástica,20,5.0
50,25,0.0,1997-03-05,1997-03-14,Denmark,Guaraná Fantástica,20,9.0
11,28,0.0,1997-03-06,1997-03-11,Italy,Guaraná Fantástica,20,5.0
46,80,0.05,1997-03-12,1997-03-19,UK,Guaraná Fantástica,20,7.0
24,14,0.0,1997-04-07,1997-04-11,Venezuela,Guaraná Fantástica,20,4.0
25,10,0.15000001,1997-04-21,1997-04-24,Brazil,Guaraná Fantástica,20,3.0
30,5,0.0,1997-04-25,1997-05-05,Mexico,Guaraná Fantástica,20,10.0
43,8,0.0,1997-04-29,1997-05-01,Norway,Guaraná Fantástica,20,2.0
2,35,0.1,1997-05-19,1997-05-29,Brazil,Guaraná Fantástica,20,10.0
16,18,0.2,1997-06-02,1997-06-04,USA,Guaraná Fantástica,20,2.0
44,25,0.1,1997-06-11,1997-06-18,Canada,Guaraná Fantástica,20,7.0
18,35,0.2,1997-07-11,1997-07-18,Austria,Guaraná Fantástica,20,7.0
23,5,0.0,1997-08-05,1997-08-14,Canada,Guaraná Fantástica,20,9.0
64,3,0.0,1997-08-07,1997-08-12,Germany,Guaraná Fantástica,20,5.0
7,15,0.15000001,1997-08-28,1997-09-09,Brazil,Guaraná Fantástica,20,12.0
56,20,0.0,1997-10-07,1997-10-14,Finland,Guaraná Fantástica,20,7.0
24,35,0.0,1997-10-14,1997-11-07,Brazil,Guaraná Fantástica,20,24.0
51,20,0.0,1997-12-03,1997-12-08,France,Guaraná Fantástica,20,5.0
33,20,0.15000001,1997-12-26,1998-01-05,Germany,Guaraná Fantástica,20,10.0
71,40,0.25,1998-01-29,1998-02-02,Germany,Guaraná Fantástica,20,4.0
14,6,0.25,1998-02-03,1998-02-12,Sweden,Guaraná Fantástica,20,9.0
28,8,0.0,1998-02-12,1998-02-20,USA,Guaraná Fantástica,20,8.0
40,12,0.0,1998-02-12,1998-02-18,Belgium,Guaraná Fantástica,20,6.0
75,10,0.0,1998-02-18,1998-02-20,Germany,Guaraná Fantástica,20,2.0
31,110,0.0,1998-02-18,1998-02-23,Austria,Guaraná Fantástica,20,5.0
66,35,0.0,1998-03-03,1998-03-05,Brazil,Guaraná Fantástica,20,2.0
76,25,0.0,1998-03-12,1998-03-19,Denmark,Guaraná Fantástica,20,7.0
55,10,0.25,1998-03-19,1998-04-08,Venezuela,Guaraná Fantástica,20,20.0
70,30,0.0,1998-03-23,1998-04-01,Austria,Guaraná Fantástica,20,9.0
1,80,0.0,1998-03-26,1998-03-31,Austria,Guaraná Fantástica,20,5.0
21,20,0.0,1998-03-30,1998-04-03,USA,Guaraná Fantástica,20,4.0
39,12,0.0,1998-04-03,1998-04-17,Poland,Guaraná Fantástica,20,14.0
10,30,0.25,1998-04-06,1998-04-14,USA,Guaraná Fantástica,20,8.0
38,12,0.0,1998-04-08,1998-04-10,Spain,Guaraná Fantástica,20,2.0
53,10,0.0,1998-04-09,1998-04-21,Italy,Guaraná Fantástica,20,12.0
59,30,0.25,1998-04-16,1998-04-20,Canada,Guaraná Fantástica,20,4.0
64,21,0.0,1998-04-17,1998-04-24,USA,Guaraná Fantástica,20,7.0
47,10,0.2,1998-04-27,,France,Guaraná Fantástica,20,
59,15,0.0,1998-04-28,1998-05-05,Venezuela,Guaraná Fantástica,20,7.0
49,20,0.0,1998-05-05,,Mexico,Guaraná Fantástica,20,
60,4,0.0,1996-10-07,1996-10-14,Germany,NuNuCa Nu�-Nougat-Creme,76,7.0
40,10,0.0,1996-11-06,1996-11-08,Brazil,NuNuCa Nu�-Nougat-Creme,76,2.0
34,50,0.0,1996-11-25,1996-11-28,France,NuNuCa Nu�-Nougat-Creme,76,3.0
77,7,0.25,1996-12-25,1997-01-03,USA,NuNuCa Nu�-Nougat-Creme,76,9.0
21,12,0.0,1997-03-06,1997-03-11,Italy,NuNuCa Nu�-Nougat-Creme,76,5.0
40,60,0.05,1997-04-01,1997-04-11,Canada,NuNuCa Nu�-Nougat-Creme,76,10.0
51,18,0.1,1997-04-15,1997-05-02,Germany,NuNuCa Nu�-Nougat-Creme,76,17.0
2,12,0.25,1997-12-01,1997-12-10,Belgium,NuNuCa Nu�-Nougat-Creme,76,9.0
3,35,0.25,1997-12-02,1997-12-08,USA,NuNuCa Nu�-Nougat-Creme,76,6.0
55,15,0.05,1997-12-30,1998-01-06,Brazil,NuNuCa Nu�-Nougat-Creme,76,7.0
70,5,0.0,1998-01-01,1998-01-07,Canada,NuNuCa Nu�-Nougat-Creme,76,6.0
11,10,0.2,1998-01-14,1998-01-19,France,NuNuCa Nu�-Nougat-Creme,76,5.0
51,6,0.2,1998-01-19,1998-02-16,Venezuela,NuNuCa Nu�-Nougat-Creme,76,28.0
74,20,0.15000001,1998-01-23,1998-01-30,France,NuNuCa Nu�-Nougat-Creme,76,7.0
19,10,0.05,1998-01-26,1998-02-02,Brazil,NuNuCa Nu�-Nougat-Creme,76,7.0
26,5,0.0,1998-02-13,1998-02-16,Spain,NuNuCa Nu�-Nougat-Creme,76,3.0
54,24,0.0,1998-03-02,1998-03-04,Venezuela,NuNuCa Nu�-Nougat-Creme,76,2.0
59,15,0.0,1998-04-28,1998-05-05,Venezuela,NuNuCa Nu�-Nougat-Creme,76,7.0
73,50,0.15000001,1996-10-16,1996-10-28,Venezuela,Gumb�r Gummib�rchen,15,12.0
11,24,0.0,1996-10-24,1996-10-29,Germany,Gumb�r Gummib�rchen,15,5.0
16,16,0.0,1996-11-19,1996-12-02,Venezuela,Gumb�r Gummib�rchen,15,13.0
59,70,0.25,1996-12-25,1997-01-03,USA,Gumb�r Gummib�rchen,15,9.0
68,30,0.05,1997-01-03,1997-01-08,Italy,Gumb�r Gummib�rchen,15,5.0
75,30,0.0,1997-01-21,1997-01-27,Brazil,Gumb�r Gummib�rchen,15,6.0
44,2,0.0,1997-01-22,1997-01-31,Italy,Gumb�r Gummib�rchen,15,9.0
77,10,0.0,1997-01-31,1997-02-07,USA,Gumb�r Gummib�rchen,15,7.0
25,15,0.0,1997-02-12,1997-02-21,Sweden,Gumb�r Gummib�rchen,15,9.0
42,6,0.0,1997-02-17,1997-02-24,Argentina,Gumb�r Gummib�rchen,15,7.0
65,30,0.0,1997-02-26,1997-03-04,Belgium,Gumb�r Gummib�rchen,15,6.0
66,30,0.0,1997-03-26,1997-03-28,Brazil,Gumb�r Gummib�rchen,15,2.0
69,40,0.0,1997-05-19,1997-06-13,Germany,Gumb�r Gummib�rchen,15,25.0
56,6,0.0,1997-07-02,1997-07-09,Brazil,Gumb�r Gummib�rchen,15,7.0
23,5,0.05,1997-07-08,1997-07-16,Germany,Gumb�r Gummib�rchen,15,8.0
41,35,0.15000001,1997-08-15,1997-08-18,Austria,Gumb�r Gummib�rchen,15,3.0
77,30,0.15000001,1997-09-22,1997-09-26,Mexico,Gumb�r Gummib�rchen,15,4.0
31,15,0.0,1997-09-30,1997-10-08,Austria,Gumb�r Gummib�rchen,15,8.0
56,30,0.0,1997-10-22,1997-10-24,USA,Gumb�r Gummib�rchen,15,2.0
72,15,0.0,1997-10-30,1997-11-25,USA,Gumb�r Gummib�rchen,15,26.0
77,12,0.1,1997-11-24,1997-12-03,Switzerland,Gumb�r Gummib�rchen,15,9.0
24,20,0.0,1997-11-28,1997-12-04,Switzerland,Gumb�r Gummib�rchen,15,6.0
40,21,0.2,1997-12-25,1998-01-14,Venezuela,Gumb�r Gummib�rchen,15,20.0
42,40,0.15000001,1998-01-06,1998-01-13,Germany,Gumb�r Gummib�rchen,15,7.0
28,12,0.0,1998-01-09,1998-01-14,Germany,Gumb�r Gummib�rchen,15,5.0
